name,iso_a3,currency_code,local_price,dollar_ex,Year,date,Price
Croatia,HRV,HRK,24,6.39805,2021,2021-07-01,3.751142926
Hungary,HUN,HUF,908,305.64505,2021,2021-07-01,2.970766253
Indonesia,IDN,IDR,34000,14517.5,2021,2021-07-01,2.342001033
India,IND,INR,190,74.615,2021,2021-07-01,2.546404878
Ireland,IRL,EUR,4.5,0.8501594049,2021,2021-07-01,5.293125
Israel,ISR,ILS,17,3.29205,2021,2021-07-01,5.16395559
Italy,ITA,EUR,4.3,0.8501594049,2021,2021-07-01,5.057875
Jordan,JOR,JOD,2.13,0.709,2021,2021-07-01,3.004231312
Japan,JPN,JPY,390,109.935,2021,2021-07-01,3.547550825
South Korea,KOR,KRW,4600,1150.35,2021,2021-07-01,3.998782979
Kuwait,KWT,KWD,1.25,0.3008,2021,2021-07-01,4.155585106
Lebanon,LBN,LBP,37000,22000,2021,2021-07-01,1.681818182
Sri Lanka,LKA,LKR,700,199.5,2021,2021-07-01,3.50877193
Lithuania,LTU,EUR,2.9,0.8501594049,2021,2021-07-01,3.411125
Latvia,LVA,EUR,2.85,0.8501594049,2021,2021-07-01,3.3523125
Moldova,MDA,MDL,52,17.98,2021,2021-07-01,2.892102336
Mexico,MEX,MXN,64,20.13525,2021,2021-07-01,3.178505358
Malaysia,MYS,MYR,9.99,4.2245,2021,2021-07-01,2.364776897
Nicaragua,NIC,NIO,128,35.2063,2021,2021-07-01,3.635712926
Netherlands,NLD,EUR,4.22,0.8501594049,2021,2021-07-01,4.963775
Norway,NOR,NOK,57,9.0444,2021,2021-07-01,6.302242271
New Zealand,NZL,NZD,6.9,1.448750453,2021,2021-07-01,4.762725
Oman,OMN,OMR,1.15,0.38505,2021,2021-07-01,2.986625114
Pakistan,PAK,PKR,580,161.1,2021,2021-07-01,3.600248293
Peru,PER,PEN,12.9,3.9511,2021,2021-07-01,3.264913568
Philippines,PHL,PHP,142,50.35,2021,2021-07-01,2.820258193
Poland,POL,PLN,13.43,3.90685,2021,2021-07-01,3.437551992
Portugal,PRT,EUR,3.45,0.8501594049,2021,2021-07-01,4.0580625
Qatar,QAT,QAR,13,3.641,2021,2021-07-01,3.570447679
Romania,ROU,RON,10.6,4.1877,2021,2021-07-01,2.531222389
Russia,RUS,RUB,135,74.53,2021,2021-07-01,1.811351134
Saudi Arabia,SAU,SAR,14,3.7507,2021,2021-07-01,3.732636575
Singapore,SGP,SGD,5.9,1.36825,2021,2021-07-01,4.312077471
Slovakia,SVK,EUR,3.7,0.8501594049,2021,2021-07-01,4.352125
Slovenia,SVN,EUR,2.6,0.8501594049,2021,2021-07-01,3.05825
Sweden,SWE,SEK,54,8.7165,2021,2021-07-01,6.195147135
Thailand,THA,THB,128,32.81,2021,2021-07-01,3.901249619
Turkey,TUR,TRY,19.99,8.55725,2021,2021-07-01,2.336030851
Taiwan,TWN,TWD,72,28.0475,2021,2021-07-01,2.567073714
Ukraine,UKR,UAH,65,27.22,2021,2021-07-01,2.387950037
Uruguay,URY,UYU,225,44,2021,2021-07-01,5.113636364
United States,USA,USD,5.65,1,2021,2021-07-01,5.65
Venezuela,VEN,VES,16020000,3613989.071,2021,2021-07-01,4.432774888
Vietnam,VNM,VND,69000,23028.5,2021,2021-07-01,2.996287209
South Africa,ZAF,ZAR,33.5,14.6625,2021,2021-07-01,2.284739983
United Arab Emirates,ARE,AED,17,3.67305,2022,2022-01-01,4.628306176
Argentina,ARG,ARS,450,105.0165,2022,2022-01-01,4.285040922
Australia,AUS,AUD,6.4,1.419345682,2022,2022-01-01,4.50912
Austria,AUT,EUR,3.8,0.8920606601,2022,2022-01-01,4.2598
Azerbaijan,AZE,AZN,4.5,1.699,2022,2022-01-01,2.648616833
Belgium,BEL,EUR,4.55,0.8920606601,2022,2022-01-01,5.10055
Bahrain,BHR,BHD,1.5,0.377,2022,2022-01-01,3.978779841
Brazil,BRA,BRL,22.9,5.31,2022,2022-01-01,4.312617702
Canada,CAN,CAD,6.77,1.2718,2022,2022-01-01,5.323164019
Switzerland,CHE,CHF,6.5,0.93105,2022,2022-01-01,6.981365125
Chile,CHL,CLP,3100,798.6,2022,2022-01-01,3.881793138
China,CHN,CNY,24.4,6.36535,2022,2022-01-01,3.833253474
Colombia,COL,COP,12950,3941.995,2022,2022-01-01,3.285138616
Costa Rica,CRI,CRC,2650,642.585,2022,2022-01-01,4.123968035
Czech Republic,CZE,CZK,89,21.6802,2022,2022-01-01,4.105128181
Germany,DEU,EUR,4.46,0.8920606601,2022,2022-01-01,4.99966
Denmark,DNK,DKK,32,6.6373,2022,2022-01-01,4.821237551
Egypt,EGY,EGP,42.5,15.71,2022,2022-01-01,2.705283259
Spain,ESP,EUR,4.58,0.8920606601,2022,2022-01-01,5.13418
Estonia,EST,EUR,3.4,0.8920606601,2022,2022-01-01,3.8114
Euro area,EUZ,EUR,4.42,0.8920606601,2022,2022-01-01,4.95482
Finland,FIN,EUR,4.95,0.8920606601,2022,2022-01-01,5.54895
France,FRA,EUR,4.35,0.8920606601,2022,2022-01-01,4.87635
Britain,GBR,GBP,3.59,0.7453508739,2022,2022-01-01,4.8165235
Greece,GRC,EUR,3.4,0.8920606601,2022,2022-01-01,3.8114
Guatemala,GTM,GTQ,26,7.6898,2022,2022-01-01,3.381102239
Hong Kong,HKG,HKD,22,7.79755,2022,2022-01-01,2.821399029
Honduras,HND,HNL,89,24.61415,2022,2022-01-01,3.615806355
Croatia,HRV,HRK,23.67,6.715,2022,2022-01-01,3.524944155
Hungary,HUN,HUF,982,317.51115,2022,2022-01-01,3.092804772
Indonesia,IDN,IDR,34000,14382,2022,2022-01-01,2.364066194
India,IND,INR,190,74.6225,2022,2022-01-01,2.54614895
Ireland,IRL,EUR,4.6,0.8920606601,2022,2022-01-01,5.1566
Israel,ISR,ILS,17,3.17775,2022,2022-01-01,5.349697113
Italy,ITA,EUR,4.8,0.8920606601,2022,2022-01-01,5.3808
Jordan,JOR,JOD,2.12,0.709,2022,2022-01-01,2.990126939
Japan,JPN,JPY,390,115.225,2022,2022-01-01,3.384682144
South Korea,KOR,KRW,4600,1205.5,2022,2022-01-01,3.815844048
Kuwait,KWT,KWD,1.25,0.3029,2022,2022-01-01,4.126774513
Lebanon,LBN,LBP,70000,21500,2022,2022-01-01,3.255813953
Sri Lanka,LKA,LKR,840,202.41,2022,2022-01-01,4.149992589
Lithuania,LTU,EUR,2.9,0.8920606601,2022,2022-01-01,3.2509
Latvia,LVA,EUR,2.85,0.8920606601,2022,2022-01-01,3.19485
Moldova,MDA,MDL,52,18,2022,2022-01-01,2.888888889
Mexico,MEX,MXN,69,20.649,2022,2022-01-01,3.341566178
Malaysia,MYS,MYR,9.99,4.1855,2022,2022-01-01,2.386811612
Nicaragua,NIC,NIO,134,35.455,2022,2022-01-01,3.779438725
Netherlands,NLD,EUR,4.4,0.8920606601,2022,2022-01-01,4.9324
Norway,NOR,NOK,57,8.91605,2022,2022-01-01,6.392965495
New Zealand,NZL,NZD,7,1.52264941,2022,2022-01-01,4.59725
Oman,OMN,OMR,1.15,0.385,2022,2022-01-01,2.987012987
Pakistan,PAK,PKR,590,176.52,2022,2022-01-01,3.342397462
Peru,PER,PEN,12.9,3.83735,2022,2022-01-01,3.36169492
Philippines,PHL,PHP,142,50.975,2022,2022-01-01,2.785679255
Poland,POL,PLN,14.08,4.094,2022,2022-01-01,3.439179287
Portugal,PRT,EUR,3.45,0.8920606601,2022,2022-01-01,3.86745
Qatar,QAT,QAR,13,3.641,2022,2022-01-01,3.570447679
Romania,ROU,RON,10.6,4.4119,2022,2022-01-01,2.402592987
Russia,RUS,RUB,135,77.4175,2022,2022-01-01,1.743791778
Saudi Arabia,SAU,SAR,15,3.7519,2022,2022-01-01,3.99797436
Singapore,SGP,SGD,5.9,1.35215,2022,2022-01-01,4.363421218
Slovakia,SVK,EUR,3.8,0.8920606601,2022,2022-01-01,4.2598
Slovenia,SVN,EUR,2.8,0.8920606601,2022,2022-01-01,3.1388
Sweden,SWE,SEK,54,9.3341,2022,2022-01-01,5.78523907
Thailand,THA,THB,128,33.295,2022,2022-01-01,3.844421084
Turkey,TUR,TRY,24.99,13.4155,2022,2022-01-01,1.862770676
Taiwan,TWN,TWD,75,27.814,2022,2022-01-01,2.696483785
Ukraine,UKR,UAH,69,28.3673,2022,2022-01-01,2.432378126
Uruguay,URY,UYU,239,44.0355,2022,2022-01-01,5.427439225
United States,USA,USD,5.81,1,2022,2022-01-01,5.81
Venezuela,VEN,VES,23,4.5435,2022,2022-01-01,5.062176736
Vietnam,VNM,VND,69000,22650,2022,2022-01-01,3.046357616
South Africa,ZAF,ZAR,39.9,15.47,2022,2022-01-01,2.57918552
